_id,AnnoA,CorsoTIPO,ClasseNUMERO,ClasseNOME,SESSO,Isc
293,2022/2023,Laurea - dm 270/04,L-06,Geografia,F,74
294,2022/2023,Laurea Magistrale - dm 270/04,LM-64,Scienze delle religioni,F,70
295,2022/2023,Laurea - dm 270/04,L/DS,Scienze della difesa e della sicurezza,F,68
296,2022/2023,Laurea Magistrale - dm 270/04,LM-36,Lingue e letterature dell'Africa e dell'Asia,M,67
297,2022/2023,Laurea Magistrale - dm 270/04,LM-58,Scienze dell'universo,M,64
298,2022/2023,Laurea Magistrale a Ciclo Unico - dm 270/04,LMR/02,Conservazione e restauro dei beni culturali,F,64
299,2022/2023,Laurea Magistrale - dm 270/04,LM-11,Scienze per la conservazione dei beni culturali,F,62
300,2022/2023,Laurea Magistrale - dm 270/04,LM-79,Scienze geofisiche,M,61
301,2022/2023,Laurea Magistrale - dm 270/04,LM-58,Scienze dell'universo,F,60
302,2022/2023,Laurea Magistrale - dm 270/04,LM-66,Sicurezza informatica,F,50
303,2022/2023,Laurea - dm 270/04,L-P02,"Professioni tecniche agrarie, alimentari e forestali",F,50
304,2022/2023,Laurea Magistrale - dm 270/04,LM-57,Scienze dell'educazione degli adulti e della formazione continua,M,44
305,2022/2023,Laurea Magistrale - dm 270/04,LM-72,Scienze e tecnologie della navigazione,M,40
306,2022/2023,Laurea Magistrale - dm 270/04,LM-34,Ingegneria navale,F,37
307,2022/2023,Laurea Magistrale - dm 270/04,LM-93,Teorie e metodologie dell'e-learning e della media education,M,32
308,2022/2023,Laurea Magistrale - dm 270/04,LM-05,Archivistica e biblioteconomia,M,29
309,2022/2023,Laurea - dm 270/04,L-43,Diagnostica per la conservazione dei beni culturali,M,27
310,2022/2023,Laurea Magistrale - dm 270/04,LM/GASTR,Scienze economiche  e sociali della gastronomia,F,24
311,2022/2023,Laurea - dm 270/04,L-Sc.Mat.,Scienze dei Materiali,M,23
312,2022/2023,Laurea - dm 270/04,L-P03,Professioni tecniche industriali e dellinformazione,F,20
313,2022/2023,Laurea Magistrale - dm 270/04,LM-79,Scienze geofisiche,F,20
314,2022/2023,Laurea Magistrale - dm 270/04,LM/GASTR,Scienze economiche  e sociali della gastronomia,M,19
315,2022/2023,Laurea Magistrale - dm 270/04,LM-11,Scienze per la conservazione dei beni culturali,M,12
316,2022/2023,Laurea Magistrale - dm 270/04,LM-72,Scienze e tecnologie della navigazione,F,10
317,2022/2023,Laurea - dm 270/04,L-Sc.Mat.,Scienze dei Materiali,F,10
318,2022/2023,Laurea Magistrale a Ciclo Unico - dm 270/04,LMR/02,Conservazione e restauro dei beni culturali,M,10
319,2022/2023,Laurea Magistrale - dm 270/04,LM-Sc.Mat.,Scienze dei Materiali,F,8
320,2022/2023,Laurea Magistrale - dm 270/04,LM-Sc.Mat.,Scienze dei Materiali,M,7
321,2021/2022,Laurea - dm 270/04,L-18,Scienze dell'economia e della gestione aziendale,M,23412
322,2021/2022,Laurea - dm 270/04,L-09,Ingegneria industriale,M,19076
323,2021/2022,Laurea - dm 270/04,L-19,Scienze dell'educazione e della formazione,F,17671
324,2021/2022,Laurea - dm 270/04,L-18,Scienze dell'economia e della gestione aziendale,F,17004
325,2021/2022,Laurea - dm 270/04,L-24,Scienze e tecniche psicologiche,F,13583
326,2021/2022,Laurea - dm 270/04,L-08,Ingegneria dell'informazione,M,13423
327,2021/2022,Laurea - dm 270/04,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",F,13288
328,2021/2022,Laurea Magistrale a Ciclo Unico - dm 270/04,LMG/01,Magistrali in giurisprudenza,F,12154
329,2021/2022,Laurea - dm 270/04,L-22,Scienze delle attività motorie e sportive,M,11172
330,2021/2022,Laurea - dm 270/04,L-20,Scienze della comunicazione,F,10089
331,2021/2022,Laurea Magistrale - dm 270/04,LM-77,Scienze economico-aziendali,F,9485
332,2021/2022,Laurea - dm 270/04,L-11,Lingue e culture moderne,F,9387
333,2021/2022,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-41,Medicina e chirurgia,F,9108
334,2021/2022,Laurea Magistrale - dm 270/04,LM-77,Scienze economico-aziendali,M,8963
335,2021/2022,Laurea - dm 270/04,L-31,Scienze e tecnologie informatiche,M,8717
336,2021/2022,Laurea - dm 270/04,L-33,Scienze economiche,M,7999
337,2021/2022,Laurea Magistrale - dm 270/04,LM-51,Psicologia,F,7897
338,2021/2022,Laurea - dm 270/04,L-10,Lettere,F,7842
339,2021/2022,Laurea - dm 270/04,L-12,Mediazione linguistica,F,7168
340,2021/2022,Laurea - dm 270/04,L-13,Scienze biologiche,F,6991
341,2021/2022,Laurea - dm 270/04,L-36,Scienze politiche e delle relazioni internazionali,F,6290
342,2021/2022,Laurea Magistrale a Ciclo Unico - dm 270/04,LMG/01,Magistrali in giurisprudenza,M,6131
343,2021/2022,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-85 bis,Scienze della formazione primaria,F,6096
344,2021/2022,Laurea - dm 270/04,L-09,Ingegneria industriale,F,5950
345,2021/2022,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-41,Medicina e chirurgia,M,5721
346,2021/2022,Laurea - dm 270/04,L-14,Scienze dei servizi giuridici,F,5509
347,2021/2022,Laurea - dm 270/04,L-14,Scienze dei servizi giuridici,M,5455
348,2021/2022,Laurea - dm 270/04,L-36,Scienze politiche e delle relazioni internazionali,M,5336
349,2021/2022,Laurea - dm 270/04,L-33,Scienze economiche,F,5094
350,2021/2022,Laurea - dm 270/04,L-20,Scienze della comunicazione,M,5052
351,2021/2022,Laurea Magistrale - dm 270/04,LM-85,Scienze pedagogiche,F,5048
352,2021/2022,Laurea - dm 270/04,L-02,Biotecnologie,F,4935
353,2021/2022,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-13ante22,Farmacia e farmacia industriale,F,4934
354,2021/2022,Laurea - dm 270/04,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",M,4326
355,2021/2022,Laurea - dm 270/04,L-01,Beni culturali,F,4286
356,2021/2022,Laurea - dm 270/04,L-22,Scienze delle attività motorie e sportive,F,4190
357,2021/2022,Laurea - dm 270/04,L-24,Scienze e tecniche psicologiche,M,3942
358,2021/2022,Laurea - dm 270/04,L-39,Servizio sociale,F,3784
359,2021/2022,Laurea - dm 270/04,L-08,Ingegneria dell'informazione,F,3671
360,2021/2022,Laurea - dm 270/04,L-07,Ingegneria civile e ambientale,M,3572
361,2021/2022,Laurea Magistrale - dm 270/04,LM-33,Ingegneria meccanica,M,3562
362,2021/2022,Laurea Magistrale - dm 270/04,LM-56,Scienze dell'economia,M,3470
363,2021/2022,Laurea - dm 270/04,L/SNT2,Professioni sanitarie della riabilitazione,F,3428
364,2021/2022,Laurea Magistrale - dm 270/04,LM-32,Ingegneria informatica,M,3350
365,2021/2022,Laurea Magistrale - dm 270/04,LM-14,Filologia moderna,F,3228
366,2021/2022,Laurea Magistrale - dm 270/04,LM-31,Ingegneria gestionale,M,3184
367,2021/2022,Laurea Magistrale - dm 270/04,LM-37,Lingue e letterature moderne europee e americane,F,3145
368,2021/2022,Laurea - dm 270/04,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",F,3131
369,2021/2022,Laurea - dm 270/04,L-10,Lettere,M,3032
370,2021/2022,Laurea - dm 270/04,L-13,Scienze biologiche,M,3029
371,2021/2022,Laurea Magistrale - dm 270/04,LM-06,Biologia,F,3001
372,2021/2022,Laurea Magistrale - dm 270/04,LM-56,Scienze dell'economia,F,2862
373,2021/2022,Laurea - dm 270/04,L/SNT3,Professioni sanitarie tecniche,F,2784
374,2021/2022,Laurea - dm 270/04,L-11,Lingue e culture moderne,M,2688
375,2021/2022,Laurea Magistrale - dm 270/04,LM-39,Linguistica,F,2665
376,2021/2022,Laurea - dm 270/04,L-40,Sociologia,F,2632
377,2021/2022,Laurea Magistrale - dm 270/04,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,F,2613
378,2021/2022,Laurea - dm 270/04,L-04,Disegno industriale,F,2590
379,2021/2022,Laurea - dm 270/04,L-25,Scienze e tecnologie agrarie e forestali,M,2513
380,2021/2022,Laurea - dm 270/04,L-30,Scienze e tecnologie fisiche,M,2394
381,2021/2022,Laurea - dm 270/04,L-05,Filosofia,M,2365
382,2021/2022,Laurea Magistrale - dm 270/04,LM-47,Organizzazione e gestione dei servizi per lo sport e le attività motorie,M,2262
383,2021/2022,Laurea - dm 270/04,L-05,Filosofia,F,2231
384,2021/2022,Laurea - dm 270/04,L-02,Biotecnologie,M,2206
385,2021/2022,Laurea Magistrale - dm 270/04,LM-52,Relazioni internazionali,F,2160
386,2021/2022,Laurea - dm 270/04,L-42,Storia,M,2093
387,2021/2022,Laurea - dm 270/04,L-32,Scienze e tecnologie per l'ambiente e la natura,F,2047
388,2021/2022,Laurea - dm 270/04,L/SNT2,Professioni sanitarie della riabilitazione,M,2036
389,2021/2022,Laurea Magistrale - dm 270/04,LM-67,Scienze e tecniche delle attività motorie preventive e adattate,M,2001
390,2021/2022,Laurea Magistrale - dm 270/04,LM-61,Scienze della nutrizione umana,F,1982
391,2021/2022,Laurea Magistrale - dm 270/04,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",F,1935
392,2021/2022,Laurea Magistrale - dm 270/04,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicità",F,1932
393,2021/2022,Laurea - dm 270/04,L-27,Scienze e tecnologie chimiche,M,1876
394,2021/2022,Laurea - dm 270/04,L-32,Scienze e tecnologie per l'ambiente e la natura,M,1843
395,2021/2022,Laurea Magistrale - dm 270/04,LM-51,Psicologia,M,1721
396,2021/2022,Laurea Magistrale - dm 270/04,LM-31,Ingegneria gestionale,F,1719
397,2021/2022,Laurea - dm 270/04,L-12,Mediazione linguistica,M,1717
398,2021/2022,Laurea - dm 270/04,L-15,Scienze del turismo,F,1688
399,2021/2022,Laurea - dm 270/04,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",M,1630
400,2021/2022,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-13ante22,Farmacia e farmacia industriale,M,1629
401,2021/2022,Laurea - dm 270/04,L-17,Scienze dell'architettura,F,1627
402,2021/2022,Laurea Magistrale - dm 270/04,LM-87,Servizio sociale e politiche sociali,F,1626
403,2021/2022,Laurea - dm 270/04,L-27,Scienze e tecnologie chimiche,F,1622
404,2021/2022,Laurea Magistrale - dm 270/04,LM-89,Storia dell'arte,F,1610
405,2021/2022,Laurea Magistrale - dm 270/04,LM-04,Architettura e ingegneria edile-architettura,F,1608
406,2021/2022,Laurea - dm 270/04,L/SNT3,Professioni sanitarie tecniche,M,1607
407,2021/2022,Laurea - dm 270/04,L-35,Scienze matematiche,M,1564
408,2021/2022,Laurea - dm 270/04,L-01,Beni culturali,M,1491
409,2021/2022,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),F,1446
410,2021/2022,Laurea - dm 270/04,L-31,Scienze e tecnologie informatiche,F,1436
411,2021/2022,Laurea - dm 270/04,L-04,Disegno industriale,M,1435
412,2021/2022,Laurea - dm 270/04,L-19,Scienze dell'educazione e della formazione,M,1424
413,2021/2022,Laurea - dm 270/04,L-16,Scienze dell'amministrazione e dell'organizzazione,F,1424
414,2021/2022,Laurea Magistrale - dm 270/04,LM-21,Ingegneria biomedica,F,1422
415,2021/2022,Laurea Magistrale - dm 270/04,LM-18,Informatica,M,1404
416,2021/2022,Laurea - dm 270/04,L-35,Scienze matematiche,F,1366
417,2021/2022,Laurea Magistrale - dm 270/04,LM-67,Scienze e tecniche delle attività motorie preventive e adattate,F,1365
418,2021/2022,Laurea - dm 270/04,L-26,Scienze e tecnologie alimentari,F,1352
419,2021/2022,Laurea - dm 270/04,L-07,Ingegneria civile e ambientale,F,1324
420,2021/2022,Laurea - dm 270/04,L-26,Scienze e tecnologie alimentari,M,1265
421,2021/2022,Laurea - dm 270/04,L-29,Scienze e tecnologie farmaceutiche,F,1226
422,2021/2022,Laurea - dm 270/04,L-30,Scienze e tecnologie fisiche,F,1220
423,2021/2022,Laurea - dm 270/04,L-42,Storia,F,1211
424,2021/2022,Laurea Magistrale - dm 270/04,LM-23,Ingegneria civile,M,1208
425,2021/2022,Laurea Magistrale - dm 270/04,LM-52,Relazioni internazionali,M,1203
426,2021/2022,Laurea - dm 270/04,L-38,Scienze zootecniche e tecnologie delle produzioni animali,F,1194
427,2021/2022,Laurea Magistrale - dm 270/04,LM-17,Fisica,M,1160
428,2021/2022,Laurea - dm 270/04,L-41,Statistica,M,1148
429,2021/2022,Laurea Magistrale - dm 270/04,LM-20,Ingegneria aerospaziale e astronautica,M,1142
430,2021/2022,Laurea Magistrale - dm 270/04,LM/SNT1,Scienze infermieristiche e ostetriche,F,1136
431,2021/2022,Laurea Magistrale - dm 270/04,LM-47,Organizzazione e gestione dei servizi per lo sport e le attività motorie,F,1111
432,2021/2022,Laurea Magistrale - dm 270/04,LM-50,Programmazione e gestione dei servizi educativi,F,1101
433,2021/2022,Laurea - dm 270/04,L-17,Scienze dell'architettura,M,1095
434,2021/2022,Laurea Magistrale - dm 270/04,LM-06,Biologia,M,1087
435,2021/2022,Laurea - dm 270/04,L-16,Scienze dell'amministrazione e dell'organizzazione,M,1047
436,2021/2022,Laurea Magistrale - dm 270/04,LM-65,Scienze dello spettacolo e produzione multimediale,F,1031
437,2021/2022,Laurea Magistrale - dm 270/04,LM-12,Design,F,1005
438,2021/2022,Laurea Magistrale - dm 270/04,LM-04,Architettura e ingegneria edile-architettura,M,1001
439,2021/2022,Laurea Magistrale - dm 270/04,LM-61,Scienze della nutrizione umana,M,995
440,2021/2022,Laurea - dm 270/04,L-40,Sociologia,M,994
441,2021/2022,Laurea Magistrale - dm 270/04,LM-29,Ingegneria elettronica,M,993
442,2021/2022,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),M,968
443,2021/2022,Laurea Magistrale - dm 270/04,LM-25,Ingegneria dell'automazione,M,959
444,2021/2022,Laurea - dm 270/04,L-25,Scienze e tecnologie agrarie e forestali,F,955
445,2021/2022,Laurea Magistrale - dm 270/04,LM-14,Filologia moderna,M,947
446,2021/2022,Laurea Magistrale - dm 270/04,LM-68,Scienze e tecniche dello sport,M,947
447,2021/2022,Laurea Magistrale - dm 270/04,LM-30,Ingegneria energetica e nucleare,M,943
448,2021/2022,Laurea Magistrale - dm 270/04,LM-84,Scienze storiche,M,942
449,2021/2022,Laurea Magistrale - dm 270/04,LM-63,Scienze delle pubbliche amministrazioni,F,933
450,2021/2022,Laurea Magistrale - dm 270/04,LM-19,Informazione e sistemi editoriali,F,928
451,2021/2022,Laurea Magistrale - dm 270/04,LM-78,Scienze filosofiche,M,915
452,2021/2022,Laurea Magistrale - dm 270/04,LM-16,Finanza,M,882
453,2021/2022,Laurea Magistrale - dm 270/04,LM-78,Scienze filosofiche,F,861
454,2021/2022,Laurea Magistrale - dm 270/04,LM-21,Ingegneria biomedica,M,850
455,2021/2022,Laurea Magistrale - dm 270/04,LM-69,Scienze e tecnologie agrarie,M,842
456,2021/2022,Laurea Magistrale - dm 270/04,LM-88,Sociologia e ricerca sociale,F,818
457,2021/2022,Laurea Magistrale - dm 270/04,LM-94,Traduzione specialistica e interpretariato,F,816
458,2021/2022,Laurea Magistrale - dm 270/04,LM-92,Teorie della comunicazione,F,781
459,2021/2022,Laurea Magistrale - dm 270/04,LM-26,Ingegneria della sicurezza,M,745
460,2021/2022,Laurea Magistrale - dm 270/04,LM-54,Scienze chimiche,F,737
461,2021/2022,Laurea - dm 270/04,L-15,Scienze del turismo,M,729
462,2021/2022,Laurea Magistrale - dm 270/04,LM-62,Scienze della politica,F,723
463,2021/2022,Laurea Magistrale - dm 270/04,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicità",M,702
464,2021/2022,Laurea Magistrale - dm 270/04,LM-32,Ingegneria informatica,F,698
465,2021/2022,Laurea Magistrale - dm 270/04,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",M,698
466,2021/2022,Laurea Magistrale - dm 270/04,LM-84,Scienze storiche,F,697
467,2021/2022,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-42,Medicina veterinaria,F,691
468,2021/2022,Laurea Magistrale - dm 270/04,LM-54,Scienze chimiche,M,684
469,2021/2022,Laurea Magistrale - dm 270/04,LM-81,Scienze per la cooperazione allo sviluppo,F,675
470,2021/2022,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-46,Odontoiatria e protesi dentaria,F,661
471,2021/2022,Laurea Magistrale - dm 270/04,LM-63,Scienze delle pubbliche amministrazioni,M,642
472,2021/2022,Laurea Magistrale - dm 270/04,LM-70,Scienze e tecnologie alimentari,F,639
473,2021/2022,Laurea Magistrale - dm 270/04,LM-49,Progettazione e gestione dei sistemi turistici,F,637
474,2021/2022,Laurea Magistrale - dm 270/04,LM-40,Matematica,M,636
475,2021/2022,Laurea - dm 270/04,L/SNT4,Professioni sanitarie della prevenzione,F,620
476,2021/2022,Laurea Magistrale - dm 270/04,LM-91,Tecniche e metodi per la societa dell'informazione,M,603
477,2021/2022,Laurea Magistrale - dm 270/04,LM-40,Matematica,F,600
478,2021/2022,Laurea Magistrale - dm 270/04,LM-22,Ingegneria chimica,M,599
479,2021/2022,Laurea - dm 270/04,L-41,Statistica,F,595
480,2021/2022,Laurea - dm 270/04,L/GASTR,"Scienze, culture e politiche della gastronomia",M,589
481,2021/2022,Laurea Magistrale - dm 270/04,LM-62,Scienze della politica,M,578
482,2021/2022,Laurea Magistrale - dm 270/04,LM-02,Archeologia,F,571
483,2021/2022,Laurea Magistrale - dm 270/04,LM-37,Lingue e letterature moderne europee e americane,M,570
484,2021/2022,Laurea Magistrale - dm 270/04,LM-33,Ingegneria meccanica,F,568
485,2021/2022,Laurea - dm 270/04,L-34,Scienze geologiche,M,565
486,2021/2022,Laurea - dm 270/04,L-23,Scienze e tecniche dell'edilizia,M,562
487,2021/2022,Laurea Magistrale - dm 270/04,LM-27,Ingegneria delle telecomunicazioni,M,559
488,2021/2022,Laurea Magistrale - dm 270/04,LM-12,Design,M,528
489,2021/2022,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-46,Odontoiatria e protesi dentaria,M,518
490,2021/2022,Laurea Magistrale - dm 270/04,LM-28,Ingegneria elettrica,M,512
491,2021/2022,Laurea Magistrale - dm 270/04,LM-70,Scienze e tecnologie alimentari,M,509
492,2021/2022,Laurea Magistrale - dm 270/04,LM-44,Modellistica matematico-fisica per l'ingegneria,M,500
493,2021/2022,Laurea Magistrale - dm 270/04,LM/SNT2,Scienze riabilitative delle professioni sanitarie,F,494
494,2021/2022,Laurea Magistrale - dm 270/04,LM-65,Scienze dello spettacolo e produzione multimediale,M,491
495,2021/2022,Laurea Magistrale - dm 270/04,LM-17,Fisica,F,490
496,2021/2022,Laurea Magistrale - dm 270/04,LM-08,Biotecnologie industriali,F,489
497,2021/2022,Laurea Magistrale - dm 270/04,LM-35,Ingegneria per l'ambiente e il territorio,M,485
498,2021/2022,Laurea Magistrale - dm 270/04,LM-23,Ingegneria civile,F,484
499,2021/2022,Laurea - dm 270/04,L/GASTR,"Scienze, culture e politiche della gastronomia",F,471
500,2021/2022,Laurea - dm 270/04,L-37,"Scienze sociali per la cooperazione, lo sviluppo e la pace",F,467
501,2021/2022,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-85 bis,Scienze della formazione primaria,M,467
502,2021/2022,Laurea - dm 270/04,L-29,Scienze e tecnologie farmaceutiche,M,462
503,2021/2022,Laurea - dm 270/04,L/SNT4,Professioni sanitarie della prevenzione,M,462
504,2021/2022,Laurea Magistrale - dm 270/04,LM-01,Antropologia culturale ed etnologia,F,446
505,2021/2022,Laurea Magistrale - dm 270/04,LM-22,Ingegneria chimica,F,442
506,2021/2022,Laurea Magistrale - dm 270/04,LM-57,Scienze dell'educazione degli adulti e della formazione continua,F,441
507,2021/2022,Laurea - dm 270/04,L-38,Scienze zootecniche e tecnologie delle produzioni animali,M,436
508,2021/2022,Laurea Magistrale - dm 270/04,LM/SNT1,Scienze infermieristiche e ostetriche,M,429
509,2021/2022,Laurea Magistrale - dm 270/04,LM-15,"Filologia, letterature e storia dell'antichità",F,426
510,2021/2022,Laurea Magistrale - dm 270/04,LM-85,Scienze pedagogiche,M,423
511,2021/2022,Laurea Magistrale - dm 270/04,LM-53ante21,Scienza e ingegneria dei materiali,M,422
512,2021/2022,Laurea Magistrale - dm 270/04,LM-82,Scienze statistiche,F,421
513,2021/2022,Laurea Magistrale - dm 270/04,LM-82,Scienze statistiche,M,420
514,2021/2022,Laurea Magistrale - dm 270/04,LM-39,Linguistica,M,419
515,2021/2022,Laurea Magistrale - dm 270/04,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,M,412
516,2021/2022,Laurea Magistrale - dm 270/04,LM-16,Finanza,F,400
517,2021/2022,Laurea - dm 270/04,L-39,Servizio sociale,M,396
518,2021/2022,Laurea Magistrale - dm 270/04,LM-76,Scienze economiche per l'ambiente e la cultura,F,395
519,2021/2022,Laurea Magistrale - dm 270/04,LM-68,Scienze e tecniche dello sport,F,371
520,2021/2022,Laurea - dm 270/04,L-23,Scienze e tecniche dell'edilizia,F,369
521,2021/2022,Laurea Magistrale - dm 270/04,LM-24,Ingegneria dei sistemi edilizi,M,367
522,2021/2022,Laurea Magistrale - dm 270/04,LM-19,Informazione e sistemi editoriali,M,364
523,2021/2022,Laurea Magistrale - dm 270/04,LM-35,Ingegneria per l'ambiente e il territorio,F,350
524,2021/2022,Laurea Magistrale - dm 270/04,LM-90,Studi europei,F,350
525,2021/2022,Laurea Magistrale - dm 270/04,LM-91,Tecniche e metodi per la societa dell'informazione,F,341
526,2021/2022,Laurea - dm 270/04,L/DS,Scienze della difesa e della sicurezza,M,333
